material_id,cif,ef_per_atom,tc,superband_id,superband_formula,superband_cif_id,mp_material_id,cif_source,composition_key
superband-15048,"# generated using pymatgen
data_Nb6Si1.2Sn0.8
_symmetry_space_group_name_H-M   Pm-3
_cell_length_a   5.23696300
_cell_length_b   5.23696300
_cell_length_c   5.23696300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   200
_chemical_formula_structural   Nb6Si1.2Sn0.8
_chemical_formula_sum   'Nb6 Si1.2 Sn0.8'
_cell_volume   143.62780277
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x, -y, z'
  4  'x, y, -z'
  5  'x, -y, -z'
  6  '-x, y, z'
  7  '-x, y, -z'
  8  'x, -y, z'
  9  'z, x, y'
  10  '-z, -x, -y'
  11  'z, -x, -y'
  12  '-z, x, y'
  13  '-z, x, -y'
  14  'z, -x, y'
  15  '-z, -x, y'
  16  'z, x, -y'
  17  'y, z, x'
  18  '-y, -z, -x'
  19  '-y, z, -x'
  20  'y, -z, x'
  21  '-y, -z, x'
  22  'y, z, -x'
  23  'y, -z, -x'
  24  '-y, z, x'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  6  0.00000000  0.50000000  0.24125500  1.0
  Si  Si1  1  0.00000000  0.00000000  0.00000000  1.0
  Sn  Sn2  1  0.50000000  0.50000000  0.50000000  0.8
  Si  Si3  1  0.50000000  0.50000000  0.50000000  0.2
",-0.2285614068749986,6.5,15048,Nb3Si0.6Sn0.4,15047,mp-1220364,3dsc_mp,Nb:0.75|Si:0.15|Sn:0.1
superband-12589,"# generated using pymatgen
data_La1Cu0.25Ni0.75C2
_symmetry_space_group_name_H-M   Amm2
_cell_length_a   3.82731293
_cell_length_b   3.82731293
_cell_length_c   3.97763500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   106.73987644
_symmetry_Int_Tables_number   38
_chemical_formula_structural   La1Cu0.25Ni0.75C2
_chemical_formula_sum   'La1 Cu0.25 Ni0.75 C2'
_cell_volume   55.79651955
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-y, -x, -z'
  3  'x, y, -z'
  4  '-y, -x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00005700  0.99994300  0.00000000  1.0
  Ni  Ni1  1  0.38738100  0.61261900  0.50000000  0.75
  Cu  Cu2  1  0.38738100  0.61261900  0.50000000  0.25
  C  C3  2  0.54938500  0.15182300  0.50000000  1.0
",-0.2548051637499995,3.48,12589,C2Cu0.25La1Ni0.75,12606,mp-1018048,3dsc_mp,C:0.5|Cu:0.0625|La:0.25|Ni:0.1875
superband-13406,"# generated using pymatgen
data_Sr0.113La1.887Cu1O4
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   4.00863200
_cell_length_b   4.00863200
_cell_length_c   6.92423226
_cell_angle_alpha   106.82586948
_cell_angle_beta   106.82586948
_cell_angle_gamma   90.00000001
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Sr0.113La1.887Cu1O4
_chemical_formula_sum   'Sr0.113 La1.887 Cu1 O4'
_cell_volume   101.51624987
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  2  0.35037700  0.35037700  0.70075400  0.9435
  Sr  Sr1  2  0.35037700  0.35037700  0.70075400  0.0565
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1.0
  O  O3  2  0.00000000  0.50000000  0.00000000  1.0
  O  O4  2  0.25000000  0.75000000  0.50000000  1.0
",-3.0420221528571423,29.7,13406,Cu1La1.887Sr0.113O4,13447,mp-1077929,3dsc_mp,Cu:0.142857|La:0.269571|O:0.571429|Sr:0.0161429
superband-13455,"# generated using pymatgen
data_La1.97335964Cu0.98667982O4
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   4.00863200
_cell_length_b   4.00863200
_cell_length_c   6.92423226
_cell_angle_alpha   106.82586948
_cell_angle_beta   106.82586948
_cell_angle_gamma   90.00000001
_symmetry_Int_Tables_number   139
_chemical_formula_structural   La1.97335964Cu0.98667982O4
_chemical_formula_sum   'La1.97335964 Cu0.98667982 O4'
_cell_volume   101.51624987
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  2  0.35037700  0.35037700  0.70075400  0.9866798224
  Cu  Cu1  1  0.00000000  0.00000000  0.00000000  0.9866798224
  O  O2  2  0.00000000  0.50000000  0.00000000  1.0
  O  O3  2  0.25000000  0.75000000  0.50000000  1.0
",-3.0420221528571423,29.1,13455,Cu1La2O4.054,13447,mp-1077929,3dsc_mp,Cu:0.141764|La:0.283527|O:0.574709
superband-14109,"# generated using pymatgen
data_Sr1Ge2Pd1.86Pt0.14
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   4.43867200
_cell_length_b   4.43867200
_cell_length_c   6.03054834
_cell_angle_alpha   111.59328752
_cell_angle_beta   111.59328752
_cell_angle_gamma   89.99999999
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Sr1Ge2Pd1.86Pt0.14
_chemical_formula_sum   'Sr1 Ge2 Pd1.86 Pt0.14'
_cell_volume   101.45304754
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00000000  0.00000000  0.00000000  1.0
  Ge  Ge1  2  0.37057000  0.37057000  0.74114000  1.0
  Pd  Pd2  2  0.25000000  0.75000000  0.50000000  0.9299999999999999
  Pt  Pt3  2  0.25000000  0.75000000  0.50000000  0.07
",-0.7134818633333324,2.6,14109,Ge2Pd1.86Pt0.14Sr1,14118,mp-978986,3dsc_mp,Ge:0.4|Pd:0.372|Pt:0.028|Sr:0.2
superband-13827,"# generated using pymatgen
data_Nb4Ga0.4Se8
_symmetry_space_group_name_H-M   F-43m
_cell_length_a   7.46376522
_cell_length_b   7.46376522
_cell_length_c   7.46376522
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   216
_chemical_formula_structural   Nb4Ga0.4Se8
_chemical_formula_sum   'Nb4 Ga0.4 Se8'
_cell_volume   294.00784008
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  'y, -x-y-z, x'
  3  '-x-y-z, z, y'
  4  'z, x, -x-y-z'
  5  'y, x, -x-y-z'
  6  '-x-y-z, y, z'
  7  'z, -x-y-z, x'
  8  'x, z, y'
  9  'z, y, -x-y-z'
  10  'x, -x-y-z, z'
  11  'y, z, x'
  12  '-x-y-z, x, y'
  13  '-x-y-z, x, z'
  14  'z, y, x'
  15  'x, -x-y-z, y'
  16  'y, z, -x-y-z'
  17  '-x-y-z, y, x'
  18  'z, -x-y-z, y'
  19  'x, z, -x-y-z'
  20  'y, x, z'
  21  'z, x, y'
  22  'x, y, -x-y-z'
  23  'y, -x-y-z, z'
  24  '-x-y-z, z, x'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  4  0.19171700  0.60276100  0.60276100  1.0
  Ga  Ga1  1  0.00000000  0.00000000  0.00000000  0.4
  Se  Se2  4  0.36526700  0.36526700  0.36526700  1.0
  Se  Se3  4  0.40561500  0.86479500  0.86479500  1.0
",-1.0945156243269234,2.7,13827,Ga0.1Nb1Se2,13910,mp-15208,3dsc_mp,Ga:0.0322581|Nb:0.322581|Se:0.645161
superband-11337,"# generated using pymatgen
data_Li0.08Mg0.92B2
_symmetry_space_group_name_H-M   P6/mmm
_cell_length_a   3.07368000
_cell_length_b   3.07368003
_cell_length_c   3.53435000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999966
_symmetry_Int_Tables_number   191
_chemical_formula_structural   Li0.08Mg0.92B2
_chemical_formula_sum   'Li0.08 Mg0.92 B2'
_cell_volume   28.91728362
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x-y, x, z'
  4  '-x+y, -x, -z'
  5  '-y, x-y, z'
  6  'y, -x+y, -z'
  7  '-x, -y, z'
  8  'x, y, -z'
  9  '-x+y, -x, z'
  10  'x-y, x, -z'
  11  'y, -x+y, z'
  12  '-y, x-y, -z'
  13  '-y, -x, -z'
  14  'y, x, z'
  15  '-x, -x+y, -z'
  16  'x, x-y, z'
  17  '-x+y, y, -z'
  18  'x-y, -y, z'
  19  'y, x, -z'
  20  '-y, -x, z'
  21  'x, x-y, -z'
  22  '-x, -x+y, z'
  23  'x-y, -y, -z'
  24  '-x+y, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  0.92
  Li  Li1  1  0.00000000  0.00000000  0.00000000  0.08
  B  B2  2  0.33333333  0.66666667  0.50000000  1.0
",-0.1303397627777774,38.0,11337,B2Li0.08Mg0.92,15774,mp-763,3dsc_mp,B:0.666667|Li:0.0266667|Mg:0.306667
superband-14362,"# generated using pymatgen
data_In3Mo15Se19
_symmetry_space_group_name_H-M   P2_1/m
_cell_length_a   9.91627300
_cell_length_b   9.98722598
_cell_length_c   19.68753800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.49560773
_symmetry_Int_Tables_number   11
_chemical_formula_structural   In3Mo15Se19
_chemical_formula_sum   'In6 Mo30 Se38'
_cell_volume   1697.07240240
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x, -y, z+1/2'
  4  'x, y, -z+1/2'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  4  0.32353300  0.66614200  0.12444400  1.0
  In  In1  2  0.22065800  0.18120500  0.75000000  1.0
  Mo  Mo2  4  0.01663300  0.85269500  0.55577600  1.0
  Mo  Mo3  4  0.14850400  0.16239800  0.55753200  1.0
  Mo  Mo4  4  0.16242600  0.01270400  0.05576700  1.0
  Mo  Mo5  4  0.18846600  0.50924200  0.63455900  1.0
  Mo  Mo6  4  0.31748100  0.81305100  0.63398700  1.0
  Mo  Mo7  4  0.49616200  0.68602500  0.63552400  1.0
  Mo  Mo8  2  0.17165700  0.65679400  0.75000000  1.0
  Mo  Mo9  2  0.34563900  0.51016900  0.75000000  1.0
  Mo  Mo10  2  0.48906700  0.83019700  0.75000000  1.0
  Se  Se11  4  0.00633000  0.01004300  0.16029800  1.0
  Se  Se12  4  0.01159200  0.63486600  0.64156900  1.0
  Se  Se13  4  0.02900400  0.71276000  0.05334500  1.0
  Se  Se14  4  0.28680500  0.31406700  0.04984700  1.0
  Se  Se15  4  0.31977000  0.03390200  0.55253500  1.0
  Se  Se16  4  0.33204700  0.66911300  0.53116200  1.0
  Se  Se17  4  0.37514700  0.38961500  0.63356500  1.0
  Se  Se18  4  0.37871100  0.01113000  0.14198700  1.0
  Se  Se19  2  0.04139300  0.35876500  0.75000000  1.0
  Se  Se20  2  0.31254500  0.95522500  0.75000000  1.0
  Se  Se21  2  0.35489300  0.31476400  0.25000000  1.0
",-0.7367484336359797,3.32,14362,In3Mo15Se19,14362,mp-1228853,3dsc_mp,In:0.0810811|Mo:0.405405|Se:0.513514
superband-15019,"# generated using pymatgen
data_Nb6Pd0.1Rh1.9
_symmetry_space_group_name_H-M   Pm-3n
_cell_length_a   5.18607200
_cell_length_b   5.18607200
_cell_length_c   5.18607200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   223
_chemical_formula_structural   Nb6Pd0.1Rh1.9
_chemical_formula_sum   'Nb6 Pd0.1 Rh1.9'
_cell_volume   139.48118417
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+1/2, x+1/2, z+1/2'
  4  'y+1/2, -x+1/2, -z+1/2'
  5  '-x, -y, z'
  6  'x, y, -z'
  7  'y+1/2, -x+1/2, z+1/2'
  8  '-y+1/2, x+1/2, -z+1/2'
  9  'x, -y, -z'
  10  '-x, y, z'
  11  '-y+1/2, -x+1/2, -z+1/2'
  12  'y+1/2, x+1/2, z+1/2'
  13  '-x, y, -z'
  14  'x, -y, z'
  15  'y+1/2, x+1/2, -z+1/2'
  16  '-y+1/2, -x+1/2, z+1/2'
  17  'z, x, y'
  18  '-z, -x, -y'
  19  'z+1/2, -y+1/2, x+1/2'
  20  '-z+1/2, y+1/2, -x+1/2'
  21  'z, -x, -y'
  22  '-z, x, y'
  23  'z+1/2, y+1/2, -x+1/2'
  24  '-z+1/2, -y+1/2, x+1/2'
  25  '-z, x, -y'
  26  'z, -x, y'
  27  '-z+1/2, -y+1/2, -x+1/2'
  28  'z+1/2, y+1/2, x+1/2'
  29  '-z, -x, y'
  30  'z, x, -y'
  31  '-z+1/2, y+1/2, x+1/2'
  32  'z+1/2, -y+1/2, -x+1/2'
  33  'y, z, x'
  34  '-y, -z, -x'
  35  'x+1/2, z+1/2, -y+1/2'
  36  '-x+1/2, -z+1/2, y+1/2'
  37  '-y, z, -x'
  38  'y, -z, x'
  39  '-x+1/2, z+1/2, y+1/2'
  40  'x+1/2, -z+1/2, -y+1/2'
  41  '-y, -z, x'
  42  'y, z, -x'
  43  '-x+1/2, -z+1/2, -y+1/2'
  44  'x+1/2, z+1/2, y+1/2'
  45  'y, -z, -x'
  46  '-y, z, x'
  47  'x+1/2, -z+1/2, y+1/2'
  48  '-x+1/2, z+1/2, -y+1/2'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  6  0.00000000  0.50000000  0.25000000  1.0
  Rh  Rh1  2  0.00000000  0.00000000  0.00000000  0.95
  Pd  Pd2  2  0.00000000  0.00000000  0.00000000  0.05
",-0.2547317625000005,2.49,15019,Nb3Pd0.05Rh0.95,15033,mp-1545,3dsc_mp,Nb:0.75|Pd:0.0125|Rh:0.2375
superband-10450,"# generated using pymatgen
data_Li2Fe1.95Co0.05As2
_symmetry_space_group_name_H-M   P4/nmm
_cell_length_a   3.79062900
_cell_length_b   3.79062900
_cell_length_c   6.10745100
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   129
_chemical_formula_structural   Li2Fe1.95Co0.05As2
_chemical_formula_sum   'Li2 Fe1.95 Co0.05 As2'
_cell_volume   87.75715855
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-y+1/2, x+1/2, z'
  3  '-x, -y, z'
  4  'y+1/2, -x+1/2, z'
  5  'x+1/2, -y+1/2, -z'
  6  '-y, -x, -z'
  7  '-x+1/2, y+1/2, -z'
  8  'y, x, -z'
  9  '-x+1/2, -y+1/2, -z'
  10  'y, -x, -z'
  11  'x+1/2, y+1/2, -z'
  12  '-y, x, -z'
  13  '-x, y, z'
  14  'y+1/2, x+1/2, z'
  15  'x, -y, z'
  16  '-y+1/2, -x+1/2, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  2  0.00000000  0.50000000  0.16896800  1.0
  Fe  Fe1  2  0.00000000  0.00000000  0.50000000  0.975
  Co  Co2  2  0.00000000  0.00000000  0.50000000  0.025
  As  As3  2  0.00000000  0.50000000  0.72571400  1.0
",-0.4413801444444445,13.8,10450,As1Co0.025Fe0.975Li1,10565,mp-21471,3dsc_mp,As:0.333333|Co:0.00833333|Fe:0.325|Li:0.333333
superband-12321,"# generated using pymatgen
data_Sr3.8961039Cu1.94805195Bi3.8961039O12
_symmetry_space_group_name_H-M   Cccm
_cell_length_a   5.13305200
_cell_length_b   5.52519600
_cell_length_c   13.01880065
_cell_angle_alpha   102.25134739
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   66
_chemical_formula_structural   Sr3.8961039Cu1.94805195Bi3.8961039O12
_chemical_formula_sum   'Sr3.8961039 Cu1.94805195 Bi3.8961039 O12'
_cell_volume   360.81899671
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x, -y, -z'
  4  '-x, y, z'
  5  '-x+1/2, y-z, -z'
  6  'x+1/2, -y+z, z'
  7  '-x+1/2, -y+z, z'
  8  'x+1/2, y-z, -z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  4  0.00000000  0.06646400  0.64111500  0.974025974025
  Cu  Cu1  2  0.00000000  0.50000000  0.50000000  0.97402597405
  Bi  Bi2  4  0.00000000  0.33729600  0.12772000  0.974025974025
  O  O3  4  0.00000000  0.26972200  0.86899300  1.0
  O  O4  4  0.00000000  0.37572400  0.28893300  1.0
  O  O5  4  0.25000000  0.25183600  0.50367200  1.0
",-2.0406438793939388,10.0,12321,Bi2Cu1Sr2O6.16,12317,mp-555827,3dsc_mp,Bi:0.179211|Cu:0.0896057|O:0.551971|Sr:0.179211
superband-14928,"# generated using pymatgen
data_U6.56Nb1.44
_symmetry_space_group_name_H-M   P6_3/mmc
_cell_length_a   5.47549000
_cell_length_b   5.93071800
_cell_length_c   5.93071761
_cell_angle_alpha   120.00000218
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   194
_chemical_formula_structural   U6.56Nb1.44
_chemical_formula_sum   'U6.56 Nb1.44'
_cell_volume   166.78927934
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x+1/2, y-z, y'
  4  '-x+1/2, -y+z, -y'
  5  'x, -z, y-z'
  6  '-x, z, -y+z'
  7  'x+1/2, -y, -z'
  8  '-x+1/2, y, z'
  9  'x, -y+z, -y'
  10  '-x, y-z, y'
  11  'x+1/2, z, -y+z'
  12  '-x+1/2, -z, y-z'
  13  '-x+1/2, -y+z, z'
  14  'x+1/2, y-z, -z'
  15  '-x, z, y'
  16  'x, -z, -y'
  17  '-x+1/2, y, y-z'
  18  'x+1/2, -y, -y+z'
  19  '-x, y-z, -z'
  20  'x, -y+z, z'
  21  '-x+1/2, -z, -y'
  22  'x+1/2, z, y'
  23  '-x, -y, -y+z'
  24  'x, y, y-z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  6  0.25000000  0.17717900  0.35435800  1.0
  Nb  Nb1  2  0.25000000  0.66666667  0.33333333  0.72
  U  U2  2  0.25000000  0.66666667  0.33333333  0.28
",0.3415145425000006,2.01,14928,Nb0.18U0.82,14932,mp-972551,3dsc_mp,Nb:0.18|U:0.82
superband-11863,"# generated using pymatgen
data_Ba1.97530864Cu0.98765432Hg0.98765432O4
_symmetry_space_group_name_H-M   P4/mmm
_cell_length_a   3.93371400
_cell_length_b   3.93371400
_cell_length_c   9.82760200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   123
_chemical_formula_structural   Ba1.97530864Cu0.98765432Hg0.98765432O4
_chemical_formula_sum   'Ba1.97530864 Cu0.98765432 Hg0.98765432 O4'
_cell_volume   152.07335344
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y, x, z'
  4  'y, -x, -z'
  5  '-x, -y, z'
  6  'x, y, -z'
  7  'y, -x, z'
  8  '-y, x, -z'
  9  'x, -y, -z'
  10  '-x, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y, -z'
  14  'x, -y, z'
  15  'y, x, -z'
  16  '-y, -x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  2  0.50000000  0.50000000  0.30440300  0.987654321
  Cu  Cu1  1  0.00000000  0.00000000  0.50000000  0.987654321
  Hg  Hg2  1  0.00000000  0.00000000  0.00000000  0.987654321
  O  O3  2  0.00000000  0.00000000  0.20502900  1.0
  O  O4  2  0.00000000  0.50000000  0.50000000  1.0
",-1.953767533125,73.5,11863,Ba2Cu1Hg1O4.05,15779,mp-6562,3dsc_mp,Ba:0.248447|Cu:0.124224|Hg:0.124224|O:0.503106
superband-12306,"# generated using pymatgen
data_Sr3.86100386Ca1.93050193Cu3.86100386Bi3.86100386O16
_symmetry_space_group_name_H-M   Ccc2
_cell_length_a   5.41711500
_cell_length_b   5.47289800
_cell_length_c   16.11398919
_cell_angle_alpha   80.22274970
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   37
_chemical_formula_structural
Sr3.86100386Ca1.93050193Cu3.86100386Bi3.86100386O16
_chemical_formula_sum
'Sr3.86100386 Ca1.93050193 Cu3.86100386 Bi3.86100386 O16'
_cell_volume   470.79762868
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  'x, -y, -z'
  3  'x+1/2, -y-z, z'
  4  'x+1/2, y+z, -z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  4  0.00566800  0.39301000  0.71153700  0.96525096525
  Ca  Ca1  2  0.00125500  0.50000000  0.50000000  0.96525096525
  Cu  Cu2  4  0.00244800  0.04889400  0.40238100  0.96525096525
  Bi  Bi3  4  0.05890900  0.22521300  0.10298500  0.96525096525
  O  O4  4  0.01605300  0.12535500  0.23110400  1.0
  O  O5  4  0.25235900  0.30133000  0.39772100  1.0
  O  O6  4  0.25263700  0.19901900  0.60191600  1.0
  O  O7  4  0.46329800  0.28156100  0.10682700  1.0
",-2.074956548222222,90.2,12306,Bi2Ca1Cu2Sr2O8.288,12272,mp-1218930,3dsc_mp,Bi:0.130822|Ca:0.0654108|Cu:0.130822|O:0.542125|Sr:0.130822
superband-10882,"# generated using pymatgen
data_Y1In1Pd0.7Au1.3
_symmetry_space_group_name_H-M   F-43m
_cell_length_a   4.89124570
_cell_length_b   4.89124570
_cell_length_c   4.89124570
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   216
_chemical_formula_structural   Y1In1Pd0.7Au1.3
_chemical_formula_sum   'Y1 In1 Pd0.7 Au1.3'
_cell_volume   82.74531994
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  'y, -x-y-z, x'
  3  '-x-y-z, z, y'
  4  'z, x, -x-y-z'
  5  'y, x, -x-y-z'
  6  '-x-y-z, y, z'
  7  'z, -x-y-z, x'
  8  'x, z, y'
  9  'z, y, -x-y-z'
  10  'x, -x-y-z, z'
  11  'y, z, x'
  12  '-x-y-z, x, y'
  13  '-x-y-z, x, z'
  14  'z, y, x'
  15  'x, -x-y-z, y'
  16  'y, z, -x-y-z'
  17  '-x-y-z, y, x'
  18  'z, -x-y-z, y'
  19  'x, z, -x-y-z'
  20  'y, x, z'
  21  'z, x, y'
  22  'x, y, -x-y-z'
  23  'y, -x-y-z, z'
  24  '-x-y-z, z, x'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000000  0.00000000  0.00000000  1.0
  In  In1  1  0.50000000  0.50000000  0.50000000  1.0
  Pd  Pd2  1  0.75000000  0.75000000  0.75000000  0.7
  Au  Au3  1  0.75000000  0.75000000  0.75000000  0.3
  Au  Au4  1  0.25000000  0.25000000  0.25000000  1.0
",-0.7487708966666657,2.68,10882,Au1.3In1Pd0.7Y1,10889,mp-1215995,3dsc_mp,Au:0.325|In:0.25|Pd:0.175|Y:0.25
