material_id,cif,ef_per_atom,tc,superband_id,superband_formula,superband_cif_id,mp_material_id,cif_source
superband-12379,"# generated using pymatgen
data_Br
_symmetry_space_group_name_H-M   Cmce
_cell_length_a   4.25864800
_cell_length_b   4.73221932
_cell_length_c   8.74379600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   116.74131552
_symmetry_Int_Tables_number   64
_chemical_formula_structural   Br
_chemical_formula_sum   Br4
_cell_volume   157.36604040
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x+1/2, -y, z+1/2'
  4  'x+1/2, y, -z+1/2'
  5  '-x+y, y, -z'
  6  'x-y, -y, z'
  7  'x-y+1/2, -y, -z+1/2'
  8  '-x+y+1/2, y, z+1/2'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Br  Br0  4  0.14247300  0.00000000  0.38224900  1.0
",0.0,1.4,12379,Br2,12379,mp-23154,3dsc_mp
superband-12380,"# generated using pymatgen
data_LaCBr
_symmetry_space_group_name_H-M   C2/m
_cell_length_a   4.11846600
_cell_length_b   4.27266811
_cell_length_c   10.19668288
_cell_angle_alpha   93.64703288
_cell_angle_beta   90.00000000
_cell_angle_gamma   118.81315254
_symmetry_Int_Tables_number   12
_chemical_formula_structural   LaCBr
_chemical_formula_sum   'La2 C2 Br2'
_cell_volume   156.80047508
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x-y, -y, -z'
  4  '-x+y, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  2  0.14453300  0.28906600  0.15037800  1.0
  C  C1  2  0.42683000  0.85366000  0.03234400  1.0
  Br  Br2  2  0.17532700  0.35065400  0.66037600  1.0
",-1.2984783408333331,7.03,12380,Br2C2La2,12380,mp-1206284,3dsc_mp
superband-12381,"# generated using pymatgen
data_YCBr
_symmetry_space_group_name_H-M   C2/m
_cell_length_a   3.84677400
_cell_length_b   4.02928774
_cell_length_c   10.04420137
_cell_angle_alpha   98.48909419
_cell_angle_beta   90.00000000
_cell_angle_gamma   118.51257404
_symmetry_Int_Tables_number   12
_chemical_formula_structural   YCBr
_chemical_formula_sum   'Y2 C2 Br2'
_cell_volume   134.85604171
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x-y, -y, -z'
  4  '-x+y, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  2  0.40708400  0.81416800  0.14436200  1.0
  C  C1  2  0.08766700  0.17533400  0.03697300  1.0
  Br  Br2  2  0.20322600  0.40645200  0.66589700  1.0
",-1.2585473713888884,5.05,12381,Br2C2Y2,12381,mp-643367,3dsc_mp
superband-12382,"# generated using pymatgen
data_Na0.25Ca1.75Cu1Br2O2
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   3.88489600
_cell_length_b   3.88489600
_cell_length_c   9.26575389
_cell_angle_alpha   102.10110031
_cell_angle_beta   102.10110030
_cell_angle_gamma   90.00000001
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Na0.25Ca1.75Cu1Br2O2
_chemical_formula_sum   'Na0.25 Ca1.75 Cu1 Br2 O2'
_cell_volume   133.55551406
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  2  0.41112300  0.41112300  0.82224600  0.875
  Na  Na1  2  0.41112300  0.41112300  0.82224600  0.125
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1.0
  Br  Br3  2  0.17033600  0.17033600  0.34067200  1.0
  O  O4  2  0.00000000  0.50000000  0.00000000  1.0
",-2.260101375,18.0,12382,Br2Ca1.75Cu1Na0.25O2,12382,mp-545481,3dsc_mp
superband-12383,"# generated using pymatgen
data_Na0.3Ca1.7Cu1Br2O2
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   3.88489600
_cell_length_b   3.88489600
_cell_length_c   9.26575389
_cell_angle_alpha   102.10110031
_cell_angle_beta   102.10110030
_cell_angle_gamma   90.00000001
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Na0.3Ca1.7Cu1Br2O2
_chemical_formula_sum   'Na0.3 Ca1.7 Cu1 Br2 O2'
_cell_volume   133.55551406
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  2  0.41112300  0.41112300  0.82224600  0.85
  Na  Na1  2  0.41112300  0.41112300  0.82224600  0.15
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1.0
  Br  Br3  2  0.17033600  0.17033600  0.34067200  1.0
  O  O4  2  0.00000000  0.50000000  0.00000000  1.0
",-2.260101375,16.5,12383,Br2Ca1.7Cu1Na0.3O2,12382,mp-545481,3dsc_mp
superband-12384,"# generated using pymatgen
data_Na0.175Ca1.825Cu1Br2O2
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   3.88489600
_cell_length_b   3.88489600
_cell_length_c   9.26575389
_cell_angle_alpha   102.10110031
_cell_angle_beta   102.10110030
_cell_angle_gamma   90.00000001
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Na0.175Ca1.825Cu1Br2O2
_chemical_formula_sum   'Na0.175 Ca1.825 Cu1 Br2 O2'
_cell_volume   133.55551406
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  2  0.41112300  0.41112300  0.82224600  0.9125
  Na  Na1  2  0.41112300  0.41112300  0.82224600  0.0875
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1.0
  Br  Br3  2  0.17033600  0.17033600  0.34067200  1.0
  O  O4  2  0.00000000  0.50000000  0.00000000  1.0
",-2.260101375,10.5,12384,Br2Ca1.825Cu1Na0.175O2,12382,mp-545481,3dsc_mp
superband-12385,"# generated using pymatgen
data_Na0.15Ca1.85Cu1Br2O2
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   3.88489600
_cell_length_b   3.88489600
_cell_length_c   9.26575389
_cell_angle_alpha   102.10110031
_cell_angle_beta   102.10110030
_cell_angle_gamma   90.00000001
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Na0.15Ca1.85Cu1Br2O2
_chemical_formula_sum   'Na0.15 Ca1.85 Cu1 Br2 O2'
_cell_volume   133.55551406
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  2  0.41112300  0.41112300  0.82224600  0.925
  Na  Na1  2  0.41112300  0.41112300  0.82224600  0.075
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1.0
  Br  Br3  2  0.17033600  0.17033600  0.34067200  1.0
  O  O4  2  0.00000000  0.50000000  0.00000000  1.0
",-2.260101375,10.0,12385,Br2Ca1.85Cu1Na0.15O2,12382,mp-545481,3dsc_mp
superband-12387,"# generated using pymatgen
data_Na0.2Ca1.8Cu1Br2O2
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   3.88489600
_cell_length_b   3.88489600
_cell_length_c   9.26575389
_cell_angle_alpha   102.10110031
_cell_angle_beta   102.10110030
_cell_angle_gamma   90.00000001
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Na0.2Ca1.8Cu1Br2O2
_chemical_formula_sum   'Na0.2 Ca1.8 Cu1 Br2 O2'
_cell_volume   133.55551406
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  2  0.41112300  0.41112300  0.82224600  0.9
  Na  Na1  2  0.41112300  0.41112300  0.82224600  0.1
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1.0
  Br  Br3  2  0.17033600  0.17033600  0.34067200  1.0
  O  O4  2  0.00000000  0.50000000  0.00000000  1.0
",-2.260101375,11.0,12387,Br2Ca1.8Cu1Na0.2O2,12382,mp-545481,3dsc_mp
superband-12389,"# generated using pymatgen
data_Mo3S3Br
_symmetry_space_group_name_H-M   R-3
_cell_length_a   6.56415841
_cell_length_b   6.56415841
_cell_length_c   6.56415790
_cell_angle_alpha   94.20850875
_cell_angle_beta   94.20850875
_cell_angle_gamma   94.20849828
_symmetry_Int_Tables_number   148
_chemical_formula_structural   Mo3S3Br
_chemical_formula_sum   'Mo6 S6 Br2'
_cell_volume   280.43071319
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'z, x, y'
  4  '-z, -x, -y'
  5  'y, z, x'
  6  '-y, -z, -x'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mo  Mo0  6  0.22037500  0.40826300  0.54936200  1.0
  S  S1  6  0.13447500  0.71744000  0.37735700  1.0
  Br  Br2  2  0.19067700  0.19067700  0.19067700  1.0
",-0.9775508495535712,13.8,12389,Br2Mo6S6,12389,mp-29231,3dsc_mp
superband-12390,"# generated using pymatgen
data_Nb1C0.026N0.974
_symmetry_space_group_name_H-M   P-6m2
_cell_length_a   2.89865600
_cell_length_b   2.97619200
_cell_length_c   2.97619211
_cell_angle_alpha   60.00000117
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   187
_chemical_formula_structural   Nb1C0.026N0.974
_chemical_formula_sum   'Nb1 C0.026 N0.974'
_cell_volume   22.23561885
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, z, -y-z'
  3  'x, -y-z, y'
  4  '-x, y, z'
  5  'x, z, -y-z'
  6  '-x, -y-z, y'
  7  '-x, y, -y-z'
  8  'x, z, y'
  9  '-x, -y-z, z'
  10  'x, y, -y-z'
  11  '-x, z, y'
  12  'x, -y-z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00000000  0.33333333  0.33333333  1.0
  N  N1  1  0.50000000  0.00000000  0.00000000  0.974
  C  C2  1  0.50000000  0.00000000  0.00000000  0.026
",-1.2481991524999998,17.2,12390,C0.026N0.974Nb1,15789,mp-2634,3dsc_mp
superband-12391,"# generated using pymatgen
data_Nb1C0.1N0.9
_symmetry_space_group_name_H-M   P-6m2
_cell_length_a   2.89865600
_cell_length_b   2.97619200
_cell_length_c   2.97619211
_cell_angle_alpha   60.00000117
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   187
_chemical_formula_structural   Nb1C0.1N0.9
_chemical_formula_sum   'Nb1 C0.1 N0.9'
_cell_volume   22.23561885
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, z, -y-z'
  3  'x, -y-z, y'
  4  '-x, y, z'
  5  'x, z, -y-z'
  6  '-x, -y-z, y'
  7  '-x, y, -y-z'
  8  'x, z, y'
  9  '-x, -y-z, z'
  10  'x, y, -y-z'
  11  '-x, z, y'
  12  'x, -y-z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00000000  0.33333333  0.33333333  1.0
  N  N1  1  0.50000000  0.00000000  0.00000000  0.9
  C  C2  1  0.50000000  0.00000000  0.00000000  0.1
",-1.2481991524999998,8.5,12391,C0.1N0.9Nb1,15789,mp-2634,3dsc_mp
superband-12392,"# generated using pymatgen
data_Nb2C0.7N1.3
_symmetry_space_group_name_H-M   R-3m
_cell_length_a   3.17683007
_cell_length_b   3.17683007
_cell_length_c   5.50452744
_cell_angle_alpha   73.22792023
_cell_angle_beta   73.22792023
_cell_angle_gamma   59.99999866
_symmetry_Int_Tables_number   166
_chemical_formula_structural   Nb2C0.7N1.3
_chemical_formula_sum   'Nb2 C0.7 N1.3'
_cell_volume   45.36104313
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x-y-z, x, z'
  4  'x+y+z, -x, -z'
  5  'y, -x-y-z, z'
  6  '-y, x+y+z, -z'
  7  '-x, x+y+z, -z'
  8  'x, -x-y-z, z'
  9  'x+y+z, -y, -z'
  10  '-x-y-z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  2  0.25659600  0.25659600  0.23021200  1.0
  C  C1  1  0.00000000  0.00000000  0.00000000  0.7
  N  N2  1  0.00000000  0.00000000  0.00000000  0.3
  N  N3  1  0.50000000  0.50000000  0.50000000  1.0
",-0.7987547837499989,17.8,12392,C0.35N0.65Nb1,15831,mp-1220725,3dsc_mp
superband-12393,"# generated using pymatgen
data_Mo8C3.36
_symmetry_space_group_name_H-M   Pbcn
_cell_length_a   4.75410500
_cell_length_b   5.24148100
_cell_length_c   6.07648500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   60
_chemical_formula_structural   Mo8C3.36
_chemical_formula_sum   'Mo8 C3.36'
_cell_volume   151.41720155
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x+1/2, y+1/2, -z+1/2'
  4  'x+1/2, -y+1/2, z+1/2'
  5  'x+1/2, -y, -z+1/2'
  6  '-x+1/2, y, z+1/2'
  7  '-x, -y+1/2, z'
  8  'x, y+1/2, -z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mo  Mo0  8  0.24650000  0.07945700  0.87744700  1.0
  C  C1  4  0.00000000  0.25000000  0.62297700  0.84
",-0.113181979999999,2.8,12393,C0.42Mo1,12541,mp-1552,3dsc_mp
superband-12394,"# generated using pymatgen
data_W1.08C0.92
_symmetry_space_group_name_H-M   P-6m2
_cell_length_a   2.85290700
_cell_length_b   2.92832000
_cell_length_c   2.92832042
_cell_angle_alpha   60.00000479
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   187
_chemical_formula_structural   W1.08C0.92
_chemical_formula_sum   'W1.08 C0.92'
_cell_volume   21.18631362
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y-z, y'
  3  'x, z, -y-z'
  4  '-x, y, z'
  5  'x, -y-z, y'
  6  '-x, z, -y-z'
  7  '-x, z, y'
  8  'x, y, -y-z'
  9  '-x, -y-z, z'
  10  'x, z, y'
  11  '-x, y, -y-z'
  12  'x, -y-z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  W  W0  1  0.00000000  0.00000000  0.00000000  1.0
  C  C1  1  0.50000000  0.66666667  0.66666667  0.92
  W  W2  1  0.50000000  0.66666667  0.66666667  0.08
",-0.1226415499999991,9.0,12394,C0.46W0.54,12402,mp-1894,3dsc_mp
superband-12397,"# generated using pymatgen
data_Mo7.2C4.8
_symmetry_space_group_name_H-M   Pbcn
_cell_length_a   4.75410500
_cell_length_b   5.24148100
_cell_length_c   6.07648500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   60
_chemical_formula_structural   Mo7.2C4.8
_chemical_formula_sum   'Mo7.2 C4.8'
_cell_volume   151.41720155
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x+1/2, y+1/2, -z+1/2'
  4  'x+1/2, -y+1/2, z+1/2'
  5  'x+1/2, -y, -z+1/2'
  6  '-x+1/2, y, z+1/2'
  7  '-x, -y+1/2, z'
  8  'x, y+1/2, -z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mo  Mo0  8  0.24650000  0.07945700  0.87744700  0.9
  C  C1  8  0.24650000  0.07945700  0.87744700  0.1
  C  C2  4  0.00000000  0.25000000  0.62297700  1.0
",-0.113181979999999,11.2,12397,C0.4Mo0.6,12541,mp-1552,3dsc_mp
superband-12398,"# generated using pymatgen
data_W0.9C1.1
_symmetry_space_group_name_H-M   P-6m2
_cell_length_a   2.85290700
_cell_length_b   2.92832000
_cell_length_c   2.92832042
_cell_angle_alpha   60.00000479
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   187
_chemical_formula_structural   W0.9C1.1
_chemical_formula_sum   'W0.9 C1.1'
_cell_volume   21.18631362
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y-z, y'
  3  'x, z, -y-z'
  4  '-x, y, z'
  5  'x, -y-z, y'
  6  '-x, z, -y-z'
  7  '-x, z, y'
  8  'x, y, -y-z'
  9  '-x, -y-z, z'
  10  'x, z, y'
  11  '-x, y, -y-z'
  12  'x, -y-z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  W  W0  1  0.00000000  0.00000000  0.00000000  0.9
  C  C1  1  0.00000000  0.00000000  0.00000000  0.1
  C  C2  1  0.50000000  0.66666667  0.66666667  1.0
",-0.1226415499999991,8.1,12398,C0.55W0.45,12402,mp-1894,3dsc_mp
superband-12399,"# generated using pymatgen
data_Nb2C1N0.72
_symmetry_space_group_name_H-M   R-3m
_cell_length_a   3.17683007
_cell_length_b   3.17683007
_cell_length_c   5.50452744
_cell_angle_alpha   73.22792023
_cell_angle_beta   73.22792023
_cell_angle_gamma   59.99999866
_symmetry_Int_Tables_number   166
_chemical_formula_structural   Nb2C1N0.72
_chemical_formula_sum   'Nb2 C1 N0.72'
_cell_volume   45.36104313
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x-y-z, x, z'
  4  'x+y+z, -x, -z'
  5  'y, -x-y-z, z'
  6  '-y, x+y+z, -z'
  7  '-x, x+y+z, -z'
  8  'x, -x-y-z, z'
  9  'x+y+z, -y, -z'
  10  '-x-y-z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  2  0.25659600  0.25659600  0.23021200  1.0
  C  C1  1  0.00000000  0.00000000  0.00000000  1.0
  N  N2  1  0.50000000  0.50000000  0.50000000  0.72
",-0.7987547837499989,15.6,12399,C0.5N0.36Nb1,15831,mp-1220725,3dsc_mp
superband-12400,"# generated using pymatgen
data_Nb2C1N0.84
_symmetry_space_group_name_H-M   R-3m
_cell_length_a   3.17683007
_cell_length_b   3.17683007
_cell_length_c   5.50452744
_cell_angle_alpha   73.22792023
_cell_angle_beta   73.22792023
_cell_angle_gamma   59.99999866
_symmetry_Int_Tables_number   166
_chemical_formula_structural   Nb2C1N0.84
_chemical_formula_sum   'Nb2 C1 N0.84'
_cell_volume   45.36104313
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x-y-z, x, z'
  4  'x+y+z, -x, -z'
  5  'y, -x-y-z, z'
  6  '-y, x+y+z, -z'
  7  '-x, x+y+z, -z'
  8  'x, -x-y-z, z'
  9  'x+y+z, -y, -z'
  10  '-x-y-z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  2  0.25659600  0.25659600  0.23021200  1.0
  C  C1  1  0.00000000  0.00000000  0.00000000  1.0
  N  N2  1  0.50000000  0.50000000  0.50000000  0.84
",-0.7987547837499989,17.0,12400,C0.5N0.42Nb1,15831,mp-1220725,3dsc_mp
superband-12401,"# generated using pymatgen
data_Nb2C1N0.94
_symmetry_space_group_name_H-M   R-3m
_cell_length_a   3.17683007
_cell_length_b   3.17683007
_cell_length_c   5.50452744
_cell_angle_alpha   73.22792023
_cell_angle_beta   73.22792023
_cell_angle_gamma   59.99999866
_symmetry_Int_Tables_number   166
_chemical_formula_structural   Nb2C1N0.94
_chemical_formula_sum   'Nb2 C1 N0.94'
_cell_volume   45.36104313
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x-y-z, x, z'
  4  'x+y+z, -x, -z'
  5  'y, -x-y-z, z'
  6  '-y, x+y+z, -z'
  7  '-x, x+y+z, -z'
  8  'x, -x-y-z, z'
  9  'x+y+z, -y, -z'
  10  '-x-y-z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  2  0.25659600  0.25659600  0.23021200  1.0
  C  C1  1  0.00000000  0.00000000  0.00000000  1.0
  N  N2  1  0.50000000  0.50000000  0.50000000  0.94
",-0.7987547837499989,17.4,12401,C0.5N0.47Nb1,15831,mp-1220725,3dsc_mp
superband-12402,"# generated using pymatgen
data_WC
_symmetry_space_group_name_H-M   P-6m2
_cell_length_a   2.85290700
_cell_length_b   2.92832000
_cell_length_c   2.92832042
_cell_angle_alpha   60.00000479
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   187
_chemical_formula_structural   WC
_chemical_formula_sum   'W1 C1'
_cell_volume   21.18631362
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y-z, y'
  3  'x, z, -y-z'
  4  '-x, y, z'
  5  'x, -y-z, y'
  6  '-x, z, -y-z'
  7  '-x, z, y'
  8  'x, y, -y-z'
  9  '-x, -y-z, z'
  10  'x, z, y'
  11  '-x, y, -y-z'
  12  'x, -y-z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  W  W0  1  0.00000000  0.00000000  0.00000000  1.0
  C  C1  1  0.50000000  0.66666667  0.66666667  1.0
",-0.1226415499999991,10.0,12402,C1W1,12402,mp-1894,3dsc_mp
